tab	samples
sample	site	lat	lon	geologic_classes	geologic_types	lithologies	description	azimuth	azimuth_dec_correction	dip	orientation_quality	citations	method_codes
mc107h	mc107	-78.204	163.347	Extrusive:Igneous	Lava Flow	Basalt		173.3	0	-53.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc107i	mc107	-78.204	163.347	Extrusive:Igneous	Lava Flow	Basalt		177.0	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc107j	mc107	-78.204	163.347	Extrusive:Igneous	Lava Flow	Basalt		188.7	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc107k	mc107	-78.204	163.347	Extrusive:Igneous	Lava Flow	Basalt		139.3	0	-30.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc107l	mc107	-78.204	163.347	Extrusive:Igneous	Lava Flow	Basalt		151.1	0	-30.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc108a	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		347.3	0	-63.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc108b	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		352.8	0	-61.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108c	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		337.3	0	-51.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108d	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		354.8	0	-66.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108e	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		6.8	0	-65.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108f	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		33.8	0	-55.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108g	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		35.1	0	-28.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108h	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		56.3	0	-25.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108i	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		68.05	0	-34.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108j	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		355.55	0	-55.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc108k	mc108	-78.247	163.32299999999998	Extrusive:Igneous	Lava Flow	Basalt		333.8	0	-43.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc109a	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		356.3	0	-23.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109c	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		91.4	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109d	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		61.9	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109e	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		71.3	0	-37.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109f	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		60.3	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109g	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		123.7	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109h	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		139.7	0	-57.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109i	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		122.4	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109j	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		146.1	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109k	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		68.8	0	-27.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109l	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		53.5	0	-28.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc109m	mc109	-78.282	163.54399999999998	Extrusive:Igneous	Lava Flow	Basalt		43.0	0	-53.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc10a	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	200.0	0	-73.0	g	This study	SO-SIGHT:FS-FD
mc10b	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	224.0	0	-70.0	g	This study	SO-SIGHT:FS-FD
mc10c	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	279.0	0	-52.0	g	This study	SO-SIGHT:FS-FD
mc10d	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	155.0	0	-37.0	g	This study	SO-SIGHT:FS-FD
mc10e	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	174.0	0	-70.0	g	This study	SO-SIGHT:FS-FD
mc10f	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	254.0	0	-73.0	g	This study	SO-SIGHT:FS-FD
mc10g	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	271.0	0	-31.0	g	This study	SO-SIGHT:FS-FD
mc10h	mc10	-77.57	166.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	289.0	0	-70.0	g	This study	SO-SIGHT:FS-FD
mc110a	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		325.6	0	-49.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110b	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		331.6	0	-47.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110c	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		-31.4	0	-44.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110d	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		337.1	0	-40.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110f	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		16.1	0	-77.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110g	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		18.1	0	-80.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110h	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		37.1	0	-85.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110i	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		31.1	0	-84.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110j	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		-1.4	0	-42.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc110k	mc110	-78.238	163.44299999999998	Extrusive:Igneous	Lava Flow	Basalt		3.1	0	-52.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc111a	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		176.5	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111b	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		173.0	0	-45.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111c	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		190.5	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111d	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		164.2	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111e	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		174.0	0	-54.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111f	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		81.7	0	-91.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111g	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		90.0	0	-85.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111h	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		174.0	0	-56.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111i	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		183.0	0	-59.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111j	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		174.7	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111k	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		182.5	0	-47.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111l	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		123.2	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc111m	mc111	-78.22399999999999	162.787	Extrusive:Igneous	Lava Flow	Basalt		135.7	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc112a	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		260.0	0	-71.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112b	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		272.0	0	-73.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112c	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		2.0	0	-71.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112d	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		4.0	0	-74.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112e	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		307.5	0	-45.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112f	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		317.5	0	-43.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112g	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		315.5	0	-51.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112h	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		316.5	0	-54.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112i	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		287.0	0	-56.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc112j	mc112	-78.238	163.441	Extrusive:Igneous	Lava Flow	Basalt		294.0	0	-63.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc113a	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		165.2	0	-62.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113b	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		177.5	0	-61.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113c	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		157.0	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113d	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		116.1	0	-83.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113e	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: displaced block##.	111.2	0	-85.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113f	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: displaced block##.	90.1	0	-68.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113g	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: displaced block##.	105.9	0	-65.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113h	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		125.1	0	-52.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113i	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		119.5	0	-58.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113j	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		105.0	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113k	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		147.4	0	-56.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113l	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		141.2	0	-59.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113m	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		93.2	0	-62.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc113n	mc113	-78.226	162.735	Extrusive:Igneous	Lava Flow	Basalt		90.6	0	-66.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114a	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		84.9	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114b	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		118.4	0	-59.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114c	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		104.9	0	-79.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114d	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		136.6	0	-87.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114e	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: bad mark in field##.	88.9	0	-82.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114f	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		128.1	0	-57.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114g	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		103.1	0	-47.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114h	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		138.1	0	-63.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114i	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		144.5	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc114j	mc114	-78.22399999999999	162.783	Extrusive:Igneous	Lava Flow	Basalt		141.1	0	-54.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115a	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		47.2	0	-73.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115b	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		47.1	0	-62.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115c	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		52.5	0	-72.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115d	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		40.0	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115e	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		34.6	0	-60.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115f	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		43.8	0	-69.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115g	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		41.9	0	-38.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115h	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		69.8	0	-38.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115i	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		64.3	0	-47.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115j	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		90.0	0	-69.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115k	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		84.3	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115m	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		97.2	0	-74.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115n	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		90.9	0	-72.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115p	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		104.1	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115q	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		54.3	0	-22.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc115r	mc115	-78.243	162.958	Extrusive:Igneous	Lava Flow	Basalt		25.7	0	-23.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116a	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		132.8	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116b	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		107.1	0	-36.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116c	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		95.6	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116d	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		94.7	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116e	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		89.9	0	-71.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116f	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		163.9	0	-84.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116g	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		168.9	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116h	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		167.7	0	-85.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116i	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		160.2	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116j	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		160.9	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc116k	mc116	-78.222	162.744	Extrusive:Igneous	Lava Flow	Basalt		159.4	0	-83.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc117a	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		181.6	0	-44.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc117b	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		183.4	0	-43.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc117c	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		335.0	0	-49.0	b	This study	FS-LOC-GPS:SO-CMD-NORTH:SO-POM:FS-FD
mc117d	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		182.9	0	-60.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc117e	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		189.9	0	-54.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc117f	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		306.0	0	-59.5	b	This study	FS-LOC-GPS:SO-CMD-NORTH:SO-POM:FS-FD
mc117g	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		325.0	0	-40.0	b	This study	FS-LOC-GPS:SO-CMD-NORTH:SO-POM:FS-FD
mc117h	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		163.1	0	-50.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc117i	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		299.0	0	-49.0	b	This study	FS-LOC-GPS:SO-CMD-NORTH:SO-POM:FS-FD
mc117j	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		309.0	0	-51.0	b	This study	FS-LOC-GPS:SO-CMD-NORTH:SO-POM:FS-FD
mc117l	mc117	-78.235	162.97299999999998	Extrusive:Igneous	Lava Flow	Basalt		299.0	0	-55.0	b	This study	FS-LOC-GPS:SO-CMD-NORTH:SO-POM:FS-FD
mc118a	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		301.9	0	-71.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118b	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		297.4	0	-85.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118c	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		306.9	0	-82.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118d	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		315.1	0	-81.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118e	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		299.9	0	-83.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118f	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		302.9	0	-85.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118g	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		302.4	0	-81.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118h	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		308.9	0	-88.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118i	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		303.9	0	-78.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118j	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		254.2	0	-88.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118k	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		232.9	0	-92.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc118l	mc118	-78.241	163.141	Extrusive:Igneous	Lava Flow	Basalt		233.4	0	-88.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119a	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		91.4	0	-70.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119b	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		88.1	0	-71.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119c	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		105.2	0	-79.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119d	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		90.9	0	-86.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119e	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		106.6	0	-77.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119f	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		113.1	0	-71.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119g	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		120.65	0	-70.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc119h	mc119	-78.23899999999999	162.957	Extrusive:Igneous	Lava Flow	Basalt		91.2	0	-71.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
